id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.7813),tensor(0.8174)
50005,failure,failure,tensor(0.7869),tensor(0.5917)
41012,normal,normal,tensor(0.6534),tensor(0.9056)
40008,normal,normal,tensor(0.6516),tensor(0.9602)
50007,failure,failure,tensor(0.6264),tensor(0.7347)
50004,failure,failure,tensor(0.8661),tensor(0.8295)
40012,normal,normal,tensor(0.7156),tensor(0.9602)
50010,failure,failure,tensor(0.5673),tensor(0.5835)
51013,failure,failure,tensor(0.8552),tensor(0.8775)
50011,failure,failure,tensor(0.7456),tensor(0.7603)
51009,failure,failure,tensor(0.7647),tensor(0.7309)
50012,failure,failure,tensor(0.9117),tensor(0.6762)
50008,failure,failure,tensor(0.7053),tensor(0.5954)
40007,normal,normal,tensor(0.6411),tensor(0.8424)
40003,normal,normal,tensor(0.7075),tensor(0.7107)
41009,normal,normal,tensor(0.7532),tensor(0.9602)
50009,failure,failure,tensor(0.7133),tensor(0.9278)
51010,failure,failure,tensor(0.7926),tensor(0.7886)
41010,normal,normal,tensor(0.6184),tensor(0.9602)
40004,normal,normal,tensor(0.7160),tensor(0.6431)
40013,normal,normal,tensor(0.7238),tensor(0.8424)
50013,failure,failure,tensor(0.9723),tensor(0.8656)
40005,normal,normal,tensor(0.7767),tensor(0.8708)
40006,normal,normal,tensor(0.7766),tensor(0.9246)
51011,failure,failure,tensor(0.7460),tensor(0.9114)
40010,normal,normal,tensor(0.6711),tensor(0.9602)
50006,failure,failure,tensor(0.7587),tensor(0.8010)
50003,failure,failure,tensor(0.8128),tensor(0.7768)
41013,normal,normal,tensor(0.7140),tensor(0.7104)
40009,normal,normal,tensor(0.8790),tensor(0.7015)
41011,normal,normal,tensor(0.7699),tensor(0.8424)
40011,normal,normal,tensor(0.7931),tensor(0.9602)
