id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.8237),tensor(0.6593)
50005,failure,failure,tensor(0.6947),tensor(0.6820)
41012,normal,normal,tensor(0.6281),tensor(0.8956)
40008,normal,normal,tensor(0.8517),tensor(0.9602)
50007,failure,failure,tensor(0.6877),tensor(0.8200)
50004,failure,failure,tensor(0.6592),tensor(0.8406)
40012,normal,normal,tensor(0.7239),tensor(0.8364)
50010,failure,failure,tensor(0.7515),tensor(0.6720)
51013,failure,failure,tensor(0.8120),tensor(0.8330)
50011,failure,failure,tensor(0.7534),tensor(0.8461)
51009,failure,failure,tensor(0.7925),tensor(0.7999)
50012,failure,failure,tensor(0.7057),tensor(0.6042)
50008,failure,failure,tensor(0.9681),tensor(0.8248)
40007,normal,normal,tensor(0.5934),tensor(0.9602)
40003,normal,normal,tensor(0.8127),tensor(0.9602)
41009,normal,normal,tensor(0.6661),tensor(0.8956)
50009,failure,failure,tensor(0.6567),tensor(0.6759)
51010,normal,failure,tensor(0.6626),tensor(0.3166)
41010,normal,normal,tensor(0.7345),tensor(0.8956)
40004,normal,normal,tensor(0.7363),tensor(0.6207)
40013,normal,normal,tensor(0.8254),tensor(0.9602)
50013,failure,failure,tensor(0.7364),tensor(0.8390)
40005,normal,normal,tensor(0.7579),tensor(0.9602)
40006,normal,normal,tensor(0.7197),tensor(0.8420)
51011,failure,failure,tensor(0.8552),tensor(0.8388)
40010,normal,normal,tensor(0.7446),tensor(0.8325)
50006,failure,failure,tensor(0.8556),tensor(0.8103)
50003,failure,failure,tensor(0.8358),tensor(0.7193)
41013,normal,normal,tensor(0.7478),tensor(0.5819)
40009,normal,normal,tensor(0.5525),tensor(0.6935)
41011,normal,normal,tensor(0.7966),tensor(0.9602)
40011,normal,normal,tensor(0.7593),tensor(0.8424)
