id,change_type,real_type,reason_score,solution_score
40009,normal,normal,tensor(0.5134),tensor(0.6702)
40012,normal,normal,tensor(0.3909),tensor(0.5533)
51009,failure,failure,tensor(0.7759),tensor(0.7899)
41009,normal,normal,tensor(0.4627),tensor(0.4541)
51011,failure,failure,tensor(0.8402),tensor(0.8750)
50012,failure,failure,tensor(0.6459),tensor(0.7044)
50003,failure,failure,tensor(0.1326),tensor(0.0877)
41011,normal,normal,tensor(0.3909),tensor(0.5533)
40005,normal,normal,tensor(0.2105),tensor(0.3989)
50011,failure,failure,tensor(0.7228),tensor(0.6585)
41010,normal,normal,tensor(0.4787),tensor(0.5754)
51013,failure,failure,tensor(0.2103),tensor(0.2035)
40003,normal,normal,tensor(0.6603),tensor(0.4541)
51012,failure,failure,tensor(0.6675),tensor(0.5802)
40008,normal,normal,tensor(0.6730),tensor(0.8424)
50004,failure,failure,tensor(0.2161),tensor(0.1340)
40013,normal,normal,tensor(0.2105),tensor(0.4136)
50008,failure,failure,tensor(0.9209),tensor(0.8712)
41012,normal,normal,tensor(0.6850),tensor(0.8424)
50010,failure,failure,tensor(0.5958),tensor(0.6004)
41013,normal,normal,tensor(0.2105),tensor(0.4136)
40011,normal,normal,tensor(0.5141),tensor(0.5754)
40007,normal,normal,tensor(0.7375),tensor(0.6702)
51010,failure,failure,tensor(0.5918),tensor(0.5384)
40004,normal,normal,tensor(0.6663),tensor(0.5754)
40010,normal,normal,tensor(0.5107),tensor(0.5754)
40006,normal,normal,tensor(0.5104),tensor(0.4541)
50013,failure,failure,tensor(0.3846),tensor(0.2563)
50005,failure,failure,tensor(0.2787),tensor(0.3680)
50006,failure,failure,tensor(0.8700),tensor(0.8903)
50007,failure,failure,tensor(0.9760),tensor(0.7870)
50009,failure,failure,tensor(0.7202),tensor(0.5842)
