id,kpi1,kpi2,kpi3,kpi4,kpi5
40009,N/A,,,,
40012,,,,,
51009,,,,,
41009,N/A,,,,
51011,request_count, request_success_rate,,,
50012,N/A,,,,
50003,Resource Contention-Defective Software Changes,,,,
41011,,,,,
40005,Start string not found.,,,,
50011,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
41010,N/A,,,,
51013,request_count, request_success_rate,,,
40003,,,,,
51012,request_count, request_success_rate,,,
40008,,,,,
50004,Start string not found.,,,,
40013,Start string not found.,,,,
50008,request_count, request_success_rate,,,
41012,,,,,
50010,,,,,
41013,N/A,,,,
40011,,,,,
40007,,,,,
51010,Resource Contention-Defective Software Changes,,,,
40004,Start string not found.,,,,
40010,,,,,
40006,,,,,
50013,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50005,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50006,Network Traffic,,,,
50007,request_count,,,,
50009,request_count, request_success_rate,,,
