id,change_type,real_type,reason_score,solution_score
40011,normal,normal,tensor(0.7286),tensor(0.8364)
51010,failure,failure,tensor(0.8209),tensor(0.7067)
50009,failure,failure,tensor(0.8003),tensor(0.7785)
41011,normal,normal,tensor(0.9357),tensor(0.9490)
40009,normal,normal,tensor(0.8142),tensor(0.8364)
41013,normal,normal,tensor(0.8107),tensor(0.7470)
40003,normal,normal,tensor(0.7891),tensor(0.7915)
40007,normal,normal,tensor(1.0000),tensor(0.9602)
40004,normal,normal,tensor(0.8807),tensor(0.8364)
50010,failure,failure,tensor(0.8026),tensor(0.8589)
51011,failure,failure,tensor(0.9581),tensor(0.6142)
51013,failure,failure,tensor(0.9040),tensor(0.8387)
50005,failure,failure,tensor(0.7701),tensor(0.8372)
40012,normal,normal,tensor(0.8793),tensor(0.6935)
50004,failure,failure,tensor(0.8244),tensor(0.7640)
40006,normal,normal,tensor(0.8815),tensor(0.9602)
41010,normal,normal,tensor(0.9754),tensor(0.9602)
41009,normal,normal,tensor(0.7910),tensor(0.7915)
50003,failure,failure,tensor(0.8929),tensor(0.7627)
51012,failure,failure,tensor(0.7710),tensor(0.7530)
50013,normal,failure,tensor(0.7313),tensor(0.8120)
40010,normal,normal,tensor(0.9284),tensor(0.9602)
50006,failure,failure,tensor(0.8075),tensor(0.9145)
50008,failure,failure,tensor(0.8778),tensor(0.7957)
50012,failure,failure,tensor(0.8708),tensor(0.6278)
51009,failure,failure,tensor(0.9388),tensor(0.4777)
50007,failure,failure,tensor(0.9108),tensor(0.7719)
50011,failure,failure,tensor(0.8192),tensor(0.8639)
40008,normal,normal,tensor(0.8486),tensor(0.9602)
41012,normal,normal,tensor(0.8541),tensor(0.9540)
40005,normal,normal,tensor(0.7932),tensor(0.8364)
40013,normal,normal,tensor(0.8318),tensor(0.8364)
