id,change_type,real_type,reason_score,solution_score
50013,failure,failure,tensor(0.8591),tensor(0.5138)
50006,failure,failure,tensor(0.8613),tensor(0.4707)
41010,failure,normal,tensor(0.6807),tensor(0.1114)
40005,failure,normal,tensor(0.6766),tensor(0.1433)
40013,failure,normal,tensor(0.6281),tensor(8.9395e-05)
40004,failure,normal,tensor(0.5183),tensor(0.0006)
40008,failure,normal,tensor(0.6901),tensor(-0.0035)
50008,failure,failure,tensor(0.7105),tensor(0.5320)
51013,failure,failure,tensor(0.8983),tensor(0.7246)
41013,failure,normal,tensor(0.5711),tensor(0.0926)
50004,failure,failure,tensor(0.8466),tensor(0.5541)
50005,failure,failure,tensor(0.8379),tensor(0.6705)
40006,failure,normal,tensor(0.6789),tensor(0.0563)
41012,failure,normal,tensor(0.5959),tensor(0.0588)
50003,failure,failure,tensor(0.9312),tensor(0.6103)
40009,failure,normal,tensor(0.5049),tensor(-0.0132)
50012,failure,failure,tensor(0.9029),tensor(0.6085)
50009,failure,failure,tensor(0.8383),tensor(0.5180)
51010,failure,failure,tensor(0.9129),tensor(0.6275)
51011,failure,failure,tensor(0.8339),tensor(0.6486)
50011,failure,failure,tensor(0.8768),tensor(0.6532)
50007,failure,failure,tensor(0.8472),tensor(0.6615)
51009,failure,failure,tensor(0.7809),tensor(0.6489)
40012,failure,normal,tensor(0.6892),tensor(0.0112)
40010,failure,normal,tensor(0.6415),tensor(0.1181)
40003,failure,normal,tensor(0.5890),tensor(0.0832)
40007,failure,normal,tensor(0.4577),tensor(0.0790)
50010,failure,failure,tensor(0.9719),tensor(0.5891)
51012,failure,failure,tensor(0.8412),tensor(0.6822)
41009,failure,normal,tensor(0.7189),tensor(0.2431)
41011,failure,normal,tensor(0.5132),tensor(0.0768)
40011,failure,normal,tensor(0.6823),tensor(0.0842)
