id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.8614),tensor(0.8725)
51011,failure,failure,tensor(0.8926),tensor(0.6977)
40011,normal,normal,tensor(0.9288),tensor(0.7915)
41011,normal,normal,tensor(0.8091),tensor(0.7188)
50004,failure,failure,tensor(0.8694),tensor(0.8996)
50009,failure,failure,tensor(0.8958),tensor(0.7456)
40005,normal,normal,tensor(0.7903),tensor(0.7234)
41010,normal,normal,tensor(0.8925),tensor(0.7915)
40009,normal,normal,tensor(0.9853),tensor(0.9490)
50012,failure,failure,tensor(0.9410),tensor(0.7704)
50003,failure,failure,tensor(0.7541),tensor(0.8941)
50006,failure,failure,tensor(0.8330),tensor(0.6996)
50013,failure,failure,tensor(0.9039),tensor(0.8120)
51012,failure,failure,tensor(0.8537),tensor(0.8348)
51013,failure,failure,tensor(0.9043),tensor(0.8049)
41013,normal,normal,tensor(1.0000),tensor(0.7915)
40010,normal,normal,tensor(0.9375),tensor(0.6935)
40012,normal,normal,tensor(0.7183),tensor(0.8424)
40013,normal,normal,tensor(0.8350),tensor(0.8364)
40003,normal,normal,tensor(1.0000),tensor(0.9490)
51009,failure,failure,tensor(0.9433),tensor(0.9068)
50008,failure,failure,tensor(0.9383),tensor(0.8989)
50011,failure,failure,tensor(0.9560),tensor(0.8287)
51010,failure,failure,tensor(0.8873),tensor(0.8002)
40004,normal,normal,tensor(0.7321),tensor(0.8364)
40006,normal,normal,tensor(0.9580),tensor(0.7470)
50007,failure,failure,tensor(0.9506),tensor(0.8316)
40008,normal,normal,tensor(0.9813),tensor(0.7915)
40007,normal,normal,tensor(0.9813),tensor(0.7188)
41012,normal,normal,tensor(0.9701),tensor(0.7915)
41009,normal,normal,tensor(0.6995),tensor(0.8424)
50010,failure,failure,tensor(0.8979),tensor(0.8265)
