id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,istio_count, istio_duration, memory_usage, istio_success_rate, cpu_usage
40012,Start string not found.,,,,
50009,net_send_packet, diskio, istio_duration, cpu_usage, memory_usage
40011,Start string not found.,,,,
40003,,,,,
51012,net_io, istio_count, istio_duration, memory_usage, diskio
40008,Start string not found.,,,,
50004,net_io, diskio, cpu_usage, memory_usage, istio_duration
40007,,,,,
50006,memory_usage, istio_duration, cpu_usage, istio_count,
41013,N/A,,,,
50013,istio_count, istio_duration, memory_usage, cpu_usage,
50008,net_send_packet, memory_usage, istio_count, istio_duration, cpu_usage
40009,,,,,
51013,memory_usage, istio_count, istio_duration, istio_success_rate, cpu_usage
40013,,,,,
51009,net_io_read, net_io_write, cpu_usage, memory_usage, diskio
51010,"[ \""memory_usage\",,,,
40004,Start string not found.,,,,
50012,net_send_packet, memory_usage, istio_count, istio_duration,
40005,,,,,
50011,net_usage, cpu_usage, memory_usage, istio_duration,  istio_success_rate
50007,istio_count, istio_duration, memory_usage, istio_success_rate, cpu_usage
40010,Start string not found.,,,,
40006,,,,,
41012,Start string not found.,,,,
41009,,,,,
51011,memory_usage, istio_count, istio_duration, cpu_usage, net_io_read
41010,,,,,
50010,istio_count, istio_duration, cpu_usage, memory_usage, istio_success_rate
41011,Start string not found.,,,,
50003,cpu_usage, memory_usage, istio_duration, diskio, istio_count
