id,change_type,real_type,reason_score,solution_score
40006,normal,normal,tensor(1.0000),tensor(0.9602)
51013,failure,failure,tensor(0.8279),tensor(0.8602)
40012,normal,normal,tensor(1.),tensor(0.9540)
40010,normal,normal,tensor(1.),tensor(0.9478)
41012,normal,normal,tensor(1.0000),tensor(0.9540)
51011,failure,failure,tensor(0.9020),tensor(0.8011)
41011,normal,normal,tensor(1.),tensor(0.9540)
40013,normal,normal,tensor(1.0000),tensor(0.9602)
40007,normal,normal,tensor(1.0000),tensor(0.9602)
50008,normal,failure,tensor(0.5393),tensor(0.6575)
40005,normal,normal,tensor(1.0000),tensor(0.9602)
51012,failure,failure,tensor(0.8976),tensor(0.7524)
51010,normal,failure,tensor(0.9258),tensor(0.7686)
40009,normal,normal,tensor(1.0000),tensor(0.9602)
41013,normal,normal,tensor(1.0000),tensor(0.9602)
50007,normal,failure,tensor(0.5645),tensor(0.6575)
40003,normal,normal,tensor(0.3427),tensor(0.5780)
41010,normal,normal,tensor(1.0000),tensor(0.9586)
50005,failure,failure,tensor(0.8977),tensor(0.9035)
40011,normal,normal,tensor(1.),tensor(0.9490)
40008,normal,normal,tensor(1.0000),tensor(0.9602)
50003,failure,failure,tensor(1.),tensor(0.7546)
50006,normal,failure,tensor(0.9117),tensor(0.7983)
51009,normal,failure,tensor(0.9248),tensor(0.7686)
50011,normal,failure,tensor(0.5251),tensor(0.6470)
50009,failure,failure,tensor(0.8292),tensor(0.7338)
50010,failure,failure,tensor(0.8672),tensor(0.6656)
50004,failure,failure,tensor(0.7791),tensor(0.8588)
50013,failure,failure,tensor(0.8993),tensor(0.7654)
50012,failure,failure,tensor(0.9288),tensor(0.6397)
41009,normal,normal,tensor(0.9133),tensor(0.6213)
40004,normal,normal,tensor(0.9260),tensor(0.6210)
