id,change_type,real_type,reason_score,solution_score
51010,failure,failure,tensor(0.8800),tensor(0.6634)
50012,failure,failure,tensor(0.6757),tensor(0.4441)
40009,failure,normal,tensor(0.7348),tensor(0.5658)
50009,failure,failure,tensor(0.8896),tensor(0.6791)
41009,failure,normal,tensor(0.6942),tensor(0.3804)
40007,failure,normal,tensor(0.7686),tensor(0.4828)
40011,failure,normal,tensor(0.5672),tensor(0.5660)
50008,normal,failure,tensor(0.7202),tensor(0.6328)
51012,failure,failure,tensor(0.8900),tensor(0.7755)
40005,failure,normal,tensor(0.5303),tensor(0.5427)
40008,failure,normal,tensor(0.8491),tensor(0.4612)
41013,failure,normal,tensor(0.6583),tensor(0.5116)
50013,failure,failure,tensor(0.8606),tensor(0.5620)
40012,failure,normal,tensor(0.5576),tensor(0.5269)
50003,failure,failure,tensor(0.7503),tensor(0.8509)
40010,failure,normal,tensor(0.7576),tensor(0.3142)
51011,failure,failure,tensor(0.9618),tensor(0.7131)
41011,failure,normal,tensor(0.7605),tensor(0.3110)
50011,normal,failure,tensor(0.8334),tensor(0.5280)
51009,failure,failure,tensor(0.9013),tensor(0.7854)
40003,failure,normal,tensor(0.7496),tensor(0.7506)
41010,failure,normal,tensor(0.5800),tensor(0.4933)
40013,failure,normal,tensor(0.6928),tensor(0.5565)
50006,failure,failure,tensor(0.8499),tensor(0.5985)
50010,normal,failure,tensor(0.6590),tensor(0.6275)
50004,normal,failure,tensor(0.7022),tensor(0.5451)
40004,failure,normal,tensor(0.7022),tensor(0.3709)
51013,failure,failure,tensor(0.8422),tensor(0.7853)
50007,normal,failure,tensor(0.8516),tensor(0.3093)
50005,normal,failure,tensor(0.7485),tensor(0.4341)
40006,failure,normal,tensor(0.9100),tensor(0.5295)
41012,failure,normal,tensor(0.7679),tensor(0.4248)
