id,ft
10033,Wrong IP Address-Configuration Errors-Defective Software Changes
10034,Wrong IP Address-Configuration Errors-Defective Software Changes
10035,Wrong IP Address-Configuration Errors-Defective Software Changes
10036,Wrong IP Address-Configuration Errors-Defective Software Changes
10037,Wrong IP Address-Configuration Errors-Defective Software Changes
10038,Wrong IP Address-Configuration Errors-Defective Software Changes
10039,Wrong IP Address-Configuration Errors-Defective Software Changes
10040,Wrong IP Address-Configuration Errors-Defective Software Changes
10041,Wrong IP Address-Configuration Errors-Defective Software Changes
10042,Wrong IP Address-Configuration Errors-Defective Software Changes
10043,Wrong IP Address-Configuration Errors-Defective Software Changes
10044,Wrong IP Address-Configuration Errors-Defective Software Changes
10045,Wrong IP Address-Configuration Errors-Defective Software Changes
10046,Wrong IP Address-Configuration Errors-Defective Software Changes
10047,Wrong IP Address-Configuration Errors-Defective Software Changes
10048,Wrong IP Address-Configuration Errors-Defective Software Changes
10049,Wrong IP Address-Configuration Errors-Defective Software Changes
10050,Wrong IP Address-Configuration Errors-Defective Software Changes
10051,Wrong IP Address-Configuration Errors-Defective Software Changes
10052,Wrong IP Address-Configuration Errors-Defective Software Changes
10053,Wrong IP Address-Configuration Errors-Defective Software Changes
10054,Wrong IP Address-Configuration Errors-Defective Software Changes
10055,Wrong IP Address-Configuration Errors-Defective Software Changes
10056,Wrong IP Address-Configuration Errors-Defective Software Changes
10057,Wrong IP Address-Configuration Errors-Defective Software Changes
10058,Wrong IP Address-Configuration Errors-Defective Software Changes
10060,Wrong IP Address-Configuration Errors-Defective Software Changes
10062,Wrong IP Address-Configuration Errors-Defective Software Changes
10063,Wrong IP Address-Configuration Errors-Defective Software Changes
10064,Wrong IP Address-Configuration Errors-Defective Software Changes
10065,Wrong IP Address-Configuration Errors-Defective Software Changes
10066,Wrong IP Address-Configuration Errors-Defective Software Changes
10067,Wrong IP Address-Configuration Errors-Defective Software Changes
10068,Wrong IP Address-Configuration Errors-Defective Software Changes
10076,Wrong IP Address-Configuration Errors-Defective Software Changes
10077,Wrong IP Address-Configuration Errors-Defective Software Changes
10079,Wrong IP Address-Configuration Errors-Defective Software Changes
10080,Wrong IP Address-Configuration Errors-Defective Software Changes
10081,Wrong IP Address-Configuration Errors-Defective Software Changes
10082,Wrong IP Address-Configuration Errors-Defective Software Changes
