id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,cpu_usage, diskio, istio_count, memory_usage, istio_duration
40012,net_send_packet, diskio, memory_usage, istio_count, istio_duration
50009,net_send_packet, diskio, istio_duration, cpu_usage, memory_usage
40011,net_send_packet, diskio, memory_usage, istio_count, istio_duration
40003,net_send_packet, diskio, memory_usage, istio_count, istio_duration
51012,net_send_packet, diskio, memory_usage, istio_count, istio_duration
40008,net_send_packet, diskio, memory_usage, istio_count, istio_duration
50004,net_send_packet, diskio, istio_count, istio_duration, cpu_usage
40007,net_send_packet, diskio, memory_usage, istio_count, istio_duration
50006,diskio, cpu_usage, memory_usage, istio_duration, istio_count
41013,net_send_packet, diskio, memory_usage, istio_count, istio_duration
50013,istio_count, istio_duration, net_send_packet, diskio, memory_usage
50008,net_send_packet, diskio, memory_usage, istio_count, istio_duration
40009,net_send_packet, diskio, memory_usage, istio_count, istio_duration
51013,net_send_packet, diskio, memory_usage, istio_count, istio_duration
40013,net_send_packet, diskio, memory_usage, istio_count, istio_duration
51009,net_send_packet, diskio, memory_usage, istio_count, istio_duration
51010,net_send_packet, diskio, memory_usage, istio_count, istio_duration
40004,net_send_packet, memory_usage, istio_count, istio_duration, cpu_usage
50012,net_send_packet, memory_usage, istio_count, istio_duration,
40005,net_send_packet, diskio, memory_usage, istio_count, istio_duration
50011,net_send_packet, diskio, istio_duration, cpu_usage, memory_usage
50007,cpu_usage, net_send_packet, diskio, memory_usage, istio_count
40010,net_send_packet, diskio, memory_usage, istio_count, istio_duration
40006,net_send_packet, diskio, memory_usage, istio_count, istio_duration
41012,net_send_packet, diskio, memory_usage, istio_count, istio_duration
41009,net_send_packet,diskio,memory_usage,istio_count,istio_duration
51011,net_send_packet, diskio, memory_usage, istio_count, istio_duration
41010,net_send_packet, diskio, memory_usage, istio_count, istio_duration
50010,cpu_usage, net_send_packet, diskio, memory_usage, istio_count
41011,net_send_packet, diskio, memory_usage, istio_count, istio_duration
50003,net_send_packet, diskio, memory_usage, istio_count, istio_duration
