id,change_type,real_type,reason_score,solution_score
40009,failure,normal,tensor(0.6002),tensor(0.4852)
40012,failure,normal,tensor(0.6478),tensor(0.5919)
51009,failure,failure,tensor(0.8332),tensor(0.8046)
41009,failure,normal,tensor(0.6007),tensor(0.4849)
51011,failure,failure,tensor(0.8234),tensor(0.7788)
50012,failure,failure,tensor(0.8138),tensor(0.7984)
50003,failure,failure,tensor(0.8546),tensor(0.8515)
41011,failure,normal,tensor(0.6134),tensor(0.5107)
40005,failure,normal,tensor(0.6378),tensor(0.5222)
50011,failure,failure,tensor(0.7367),tensor(0.7522)
41010,failure,normal,tensor(0.7707),tensor(0.4729)
51013,failure,failure,tensor(0.7690),tensor(0.6895)
40003,failure,normal,tensor(0.5806),tensor(0.5643)
51012,failure,failure,tensor(0.6992),tensor(0.8868)
40008,failure,normal,tensor(0.6317),tensor(0.5049)
50004,normal,failure,tensor(0.6301),tensor(0.5569)
40013,failure,normal,tensor(0.6390),tensor(0.4976)
50008,failure,failure,tensor(0.6169),tensor(0.7270)
41012,failure,normal,tensor(0.6275),tensor(0.5510)
50010,failure,failure,tensor(0.7926),tensor(0.8338)
41013,failure,normal,tensor(0.7953),tensor(0.5056)
40011,failure,normal,tensor(0.6095),tensor(0.6676)
40007,failure,normal,tensor(0.6720),tensor(0.5109)
51010,failure,failure,tensor(0.7270),tensor(0.7760)
40004,failure,normal,tensor(0.6043),tensor(0.5874)
40010,normal,normal,tensor(0.8503),tensor(0.4823)
40006,failure,normal,tensor(0.7861),tensor(0.4865)
50013,failure,failure,tensor(0.7701),tensor(0.7404)
50005,failure,failure,tensor(0.7032),tensor(0.5333)
50006,failure,failure,tensor(0.7171),tensor(0.8578)
50007,failure,failure,tensor(0.6510),tensor(0.6875)
50009,failure,failure,tensor(0.6032),tensor(0.6888)
