id,change_type,real_type,reason_score,solution_score
51010,failure,failure,tensor(1.0000),tensor(0.8231)
50012,failure,failure,tensor(0.8998),tensor(0.8642)
40009,normal,normal,tensor(1.),tensor(0.9490)
50009,failure,failure,tensor(0.8582),tensor(0.9268)
41009,normal,normal,tensor(1.),tensor(0.9491)
40007,normal,normal,tensor(0.3427),tensor(0.5780)
40011,normal,normal,tensor(0.8534),tensor(0.9602)
50008,failure,failure,tensor(0.7816),tensor(0.8221)
51012,failure,failure,tensor(0.9948),tensor(0.7727)
40005,normal,normal,tensor(0.2332),tensor(0.3989)
40008,normal,normal,tensor(0.9998),tensor(0.9490)
41013,normal,normal,tensor(0.9390),tensor(0.6210)
50013,failure,failure,tensor(0.6758),tensor(0.5588)
40012,normal,normal,tensor(0.9874),tensor(0.9540)
50003,failure,failure,tensor(0.8985),tensor(0.9499)
40010,normal,normal,tensor(1.0000),tensor(0.9490)
51011,failure,failure,tensor(0.9086),tensor(0.9452)
41011,normal,normal,tensor(1.0000),tensor(0.9490)
50011,failure,failure,tensor(0.5086),tensor(0.4749)
51009,failure,failure,tensor(1.0000),tensor(0.8737)
40003,normal,normal,tensor(1.0000),tensor(0.9602)
41010,normal,normal,tensor(0.3116),tensor(0.5780)
40013,normal,normal,tensor(1.0000),tensor(0.9490)
50006,failure,failure,tensor(0.8043),tensor(0.5176)
50010,failure,failure,tensor(0.7829),tensor(0.8140)
50004,failure,failure,tensor(0.8758),tensor(0.9538)
40004,normal,normal,tensor(1.0000),tensor(0.9490)
51013,failure,failure,tensor(0.9966),tensor(0.7681)
50007,failure,failure,tensor(0.8846),tensor(0.9597)
50005,failure,failure,tensor(0.8582),tensor(0.8647)
40006,normal,normal,tensor(1.0000),tensor(0.9540)
41012,normal,normal,tensor(1.),tensor(0.9540)
