id,kpi1,kpi2,kpi3,kpi4,kpi5
50012,request_success_rate, request_count,,,
51012,request_success_rate, request_count,,,
40007,,,,,
50006,request_success_rate, request_count,,,
41011,N/A,,,,
51009,request_success_rate, request_count,,,
50013,request_success_rate, request_count,,,
41012,None,,,,
40006,N/A,,,,
40003,None,,,,
40011,N/A,,,,
40009,N/A,,,,
50007,request_count, request_success_rate,,,
50003,request_count, request_success_rate,,,
40005,NA,,,,
50011,request_success_rate, request_count,,,
50009,N/A,,,,
40008,N/A,,,,
40013,N/A,,,,
50005,request_count, request_success_rate,,,
51011,request_count, request_success_rate, ,,
40012,N/A,,,,
41010,N/A,,,,
40010,,,,,
50010,request_count,request_success_rate,,,
50004,request_count,request_success_rate,,,
50008,request_count,request_success_rate,,,
51010,request_count,request_success_rate,,,
41013,N/A,,,,
41009,N/A,,,,
51013,request_success_rate, request_count,,,
40004,Not Applicable,,,,
