id,kpi1,kpi2,kpi3,kpi4,kpi5
51012,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50005,system latency, error rates, uptime, throughput,
41012,,,,,
40008,,,,,
50007,istio_duration, istio_count, net_recv_packet, cpu_usage, diskio
50004,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40012,,,,,
50010,Network Traffic, istio_duration, cpu_usage, diskio,
51013,cpu_usage, istio_count, net_send_packet, net_recv_packet, istio_duration
50011,resource_utilization, latency, error_rate, throughput, request_count
51009,Resource Contention-Defective Software Changes,,,,
50012,cpu_usage, memory_consumption, network_latency, error_rate, request_throughput
50008,cpu_usage, istio_count, net_send_packet, istio_duration, net_recv_packet
40007,,,,,
40003,,,,,
41009,None,,,,
50009,SCWARN algorithm anomalies at timestamps: 1, 2024-10-07 11:10:00 \n2, 2024-10-07 19:04:00,,
51010,,,,,
41010,,,,,
40004,,,,,
40013,,,,,
50013,istio_count, istio_duration, net_send_packet, cpu_usage, net_recv_packet
40005,,,,,
40006,None,,,,
51011,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40010,,,,,
50006,Resource Contention-Defective Software Changes,,,,
50003,cpu_usage, istio_count, net_send_packet, net_recv_packet, istio_duration
41013,None,,,,
40009,Start string not found.,,,,
41011,,,,,
40011,,,,,
