id,change_type,real_type,reason_score,solution_score
<built-in function id>,failure,failure,tensor(0.6405),tensor(0.5890)
<built-in function id>,failure,failure,tensor(0.5691),tensor(0.3738)
<built-in function id>,failure,failure,tensor(0.5652),tensor(0.2244)
<built-in function id>,failure,failure,tensor(0.5006),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.5030),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.7059),tensor(0.6836)
<built-in function id>,failure,failure,tensor(0.5006),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.5006),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.5006),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.5024),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.5033),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.5006),tensor(0.5575)
<built-in function id>,failure,failure,tensor(0.4778),tensor(0.7611)
<built-in function id>,failure,failure,tensor(0.5925),tensor(0.5806)
<built-in function id>,failure,failure,tensor(0.5918),tensor(0.6472)
<built-in function id>,failure,failure,tensor(0.5898),tensor(0.5993)
<built-in function id>,failure,failure,tensor(0.5705),tensor(0.7351)
<built-in function id>,failure,failure,tensor(0.5636),tensor(0.5836)
<built-in function id>,failure,failure,tensor(0.5765),tensor(0.3945)
<built-in function id>,failure,failure,tensor(0.5814),tensor(0.3936)
<built-in function id>,failure,failure,tensor(0.5508),tensor(0.4377)
<built-in function id>,failure,failure,tensor(0.5584),tensor(0.2465)
<built-in function id>,failure,failure,tensor(0.5449),tensor(0.6579)
<built-in function id>,failure,failure,tensor(0.5338),tensor(0.6851)
<built-in function id>,failure,failure,tensor(0.5432),tensor(0.4916)
<built-in function id>,failure,failure,tensor(0.5255),tensor(0.8051)
<built-in function id>,failure,failure,tensor(0.5643),tensor(0.6125)
