id,kpi1,kpi2,kpi3,kpi4,kpi5
40011,None,,,,
51010,request_success_rate, request_count,,,
50009,request_success_rate, request_count,,,
41011,request_success_rate, request_count,,,
40009,request_success_rate, request_count,,,
41013,N/A,,,,
40003,request_success_rate, request_count,,,
40007,Start string not found.,,,,
40004,None,,,,
50010,None,,,,
51011,request_success_rate, request_count,,,
51013,request_success_rate, request_count,,,
50005,request_success_rate, request_count,,,
40012,N/A,,,,
50004,request_success_rate, request_count,,,
40006,,,,,
41010,None,,,,
41009,request_success_rate, request_count,,,
50003,request_success_rate, request_count,,,
51012,request_success_rate, request_count,,,
50013,None,,,,
40010,NA,,,,
50006,request_success_rate, request_count,,,
50008,request_success_rate,,,,
50012,request_success_rate, request_count,,,
51009,request_success_rate, request_count,,,
50007,request_success_rate,,,,
50011,request_success_rate, request_count,,,
40008,None,,,,
41012,N/A,,,,
40005,request_success_rate,,,,
40013,N/A,,,,
