id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.8700),tensor(0.6936)
51011,failure,failure,tensor(0.8773),tensor(0.6356)
40011,failure,normal,tensor(0.6888),tensor(0.5353)
41011,failure,normal,tensor(0.6716),tensor(0.5173)
50004,failure,failure,tensor(0.8809),tensor(0.7470)
50009,failure,failure,tensor(0.8815),tensor(0.7209)
40005,failure,normal,tensor(0.6351),tensor(0.5240)
41010,failure,normal,tensor(0.6260),tensor(0.6052)
40009,failure,normal,tensor(0.6918),tensor(0.3764)
50012,failure,failure,tensor(0.8624),tensor(0.7823)
50003,failure,failure,tensor(0.8579),tensor(0.8935)
50006,failure,failure,tensor(0.9203),tensor(0.6295)
50013,failure,failure,tensor(0.7858),tensor(0.8238)
51012,failure,failure,tensor(0.8849),tensor(0.7813)
51013,failure,failure,tensor(0.8482),tensor(0.7553)
41013,failure,normal,tensor(0.7037),tensor(0.5553)
40010,failure,normal,tensor(0.6295),tensor(0.5033)
40012,failure,normal,tensor(0.7246),tensor(0.3952)
40013,failure,normal,tensor(0.6682),tensor(0.3182)
40003,failure,normal,tensor(0.6974),tensor(0.4879)
51009,failure,failure,tensor(0.7408),tensor(0.7869)
50008,failure,failure,tensor(0.8732),tensor(0.8309)
50011,failure,failure,tensor(0.9140),tensor(0.7989)
51010,failure,failure,tensor(0.8815),tensor(0.6335)
40004,failure,normal,tensor(0.7258),tensor(0.4954)
40006,failure,normal,tensor(0.6074),tensor(0.5078)
50007,failure,failure,tensor(0.8723),tensor(0.7132)
40008,failure,normal,tensor(0.6435),tensor(0.6020)
40007,failure,normal,tensor(0.7529),tensor(0.3702)
41012,failure,normal,tensor(0.6530),tensor(0.5414)
41009,failure,normal,tensor(0.7110),tensor(0.5682)
50010,failure,failure,tensor(0.9589),tensor(0.8012)
