id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,istio_count, istio_duration, memory_usage, cpu_usage, istio_success_rate
40012,net_io_read, net_io_write, memory_usage, diskio, istio_count
50009,net_io,diskio,memory_usage,cpu_usage,istio_duration
40011,net_io, memory_usage, istio_duration, diskio, istio_count
40003,netwrok_utilization, diskio, memory_usage, cpu_usage, istio_duration
51012,net_io, diskio, istio_count, istio_duration, cpu_usage
40008,net_io, diskio, memory_usage, istio_count, istio_duration
50004,net_io, diskio, istio_count, istio_duration, memory_usage
40007,network_throughput, latency, cpu_usage, memory_usage, diskio
50006,memory_usage, istio_duration, cpu_usage, istio_count, net_bytes_received
41013,net_io, diskio, memory_usage, istio_count, istio_duration
50013,istio_count, istio_duration, memory_usage, istio_success_rate,
50008,net_io, diskio, memory_usage, cpu_usage, istio_duration
40009,net_io net_io_latency net_connections net_bytes_sent net_bytes_received,,,,
51013,memory_usage, istio_count, istio_duration, cpu_usage,
40013,net_io net_packets istio_count memory_usage diskio cpu_usage,,,,
51009,network_bytes_sent, network_bytes_received, cpu_usage, memory_usage, diskio
51010,net_bytes_in, diskio, memory_usage, istio_count, istio_duration
40004,net_io diskio memory_usage istio_count istio_duration,,,,
50012,net_io diskio memory_usage istio_count istio_duration,,,,
40005,memory_usage, istio_count, istio_duration, cpu_usage, diskio
50011,istio_duration, istio_count, memory_usage, cpu_usage, istio_success_rate
50007,net_requests, istio_success_rate, memory_usage, cpu_usage, istio_count
40010,net_io, diskio, memory_usage, istio_count, istio_duration
40006,memory_usage, istio_count, istio_duration, cpu_usage, diskio
41012,net_io, diskio, memory_usage, istio_count, istio_duration
41009,netwrok_io , diskio, memory_usage, istio_count, istio_duration
51011,memory_usage, istio_count, istio_duration, istio_success_rate, cpu_usage
41010,net_io,diskio,memory_usage,cpu_usage,istio_count
50010,cpu_usage, istio_count, memory_usage, istio_duration, istio_success_rate
41011,nettio, diskio, memory_usage, istio_count, istio_duration
50003,net_io_read, net_io_write, cpu_usage, memory_usage, diskio
