id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.8529),tensor(0.8570)
50005,failure,failure,tensor(0.8172),tensor(0.8777)
41012,normal,normal,tensor(1.0000),tensor(0.7470)
40008,normal,normal,tensor(0.8975),tensor(0.6913)
50007,failure,failure,tensor(0.8759),tensor(0.6297)
50004,failure,failure,tensor(0.7984),tensor(0.7406)
40012,normal,normal,tensor(1.0000),tensor(0.7915)
50010,failure,failure,tensor(0.9034),tensor(0.8342)
51013,failure,failure,tensor(0.9121),tensor(0.8051)
50011,failure,failure,tensor(0.9224),tensor(0.9153)
51009,failure,failure,tensor(0.6812),tensor(0.7293)
50012,failure,failure,tensor(0.8754),tensor(0.8594)
50008,failure,failure,tensor(0.8938),tensor(0.7574)
40007,normal,normal,tensor(0.7938),tensor(0.9490)
40003,normal,normal,tensor(1.0000),tensor(0.7915)
41009,normal,normal,tensor(0.6856),tensor(0.8753)
50009,failure,failure,tensor(0.9188),tensor(0.7860)
51010,failure,failure,tensor(0.8744),tensor(0.8597)
41010,normal,normal,tensor(0.9299),tensor(0.9602)
40004,normal,normal,tensor(0.7366),tensor(0.7470)
40013,normal,normal,tensor(1.0000),tensor(0.9602)
50013,failure,failure,tensor(0.8849),tensor(0.8967)
40005,normal,normal,tensor(0.7508),tensor(0.9602)
40006,normal,normal,tensor(0.7530),tensor(0.9490)
51011,failure,failure,tensor(0.8982),tensor(0.7326)
40010,normal,normal,tensor(0.9076),tensor(0.9602)
50006,failure,failure,tensor(0.9513),tensor(0.9587)
50003,failure,failure,tensor(0.9598),tensor(0.7962)
41013,normal,normal,tensor(1.0000),tensor(0.8364)
40009,normal,normal,tensor(1.0000),tensor(0.8424)
41011,normal,normal,tensor(1.0000),tensor(0.8364)
40011,normal,normal,tensor(0.9254),tensor(0.7746)
