id,kpi1,kpi2,kpi3,kpi4,kpi5
40009,,,,,
40012,,,,,
51009,,,,,
41009,,,,,
51011,Resource Contention-Defective Software Changes,,,,
50012,,,,,
50003,Resource Contention-Defective Software Changes,,,,
41011,,,,,
40005,Start string not found.,,,,
50011,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
41010,Start string not found.,,,,
51013,Resource Contention-Defective Software Changes,,,,
40003,,,,,
51012,Resource Contention-Defective Software Changes,,,,
40008,N/A,,,,
50004,N/A,,,,
40013,,,,,
50008,Network Traffic, request_count, request_success_rate,,
41012,,,,,
50010,Start string not found.,,,,
41013,,,,,
40011,,,,,
40007,,,,,
51010,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
40004,,,,,
40010,Start string not found.,,,,
40006,,,,,
50013,Network Traffic-Defective Software Changes,,,,
50005,Resource Contention-Defective Software Changes,,,,
50006,Wrong IP Address, Configuration Errors, Defective Software Changes,,
50007,request_count, request_success_rate,,,
50009,Resource Contention-Defective Software Changes,,,,
