parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,funName=DataCompose,funName=concurrentNoPaging run task end,getDept success,getBackupEmp success,Depts only have yunzhanghu,parent node is not exist,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,computeAndCompare same,allNum=<:NUM:>,protection for <:*:> have compare <:NUM:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no page <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,no page <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,GetPublicKey API delay for 1s [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no <:*:>,msg,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,build <:*:> reply,<:ownDeptIDs:>,<:query signature:>,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,query ge<:updateFanweiEmployee failed:>,not find dictionary type=<:NUM:>,Dao.GetSession,<:deptLeaderManageDeptIDs:>,<:listManageOrgReq:>,error occurred in <:NewAccessRequest:>,token check failed,protection for <:*:> done,exMail sendReques<:updateFanweiEmployee failed:>,<:tagID:>,callback status error,GetSupervisorPosition success,[GetBaseInfoByEmpID] db ge<:updateFanweiEmployee failed:>,GetBaseInfoByEmpID failed,<:YID:>,no api page resources,check failed,protection.ComputeAndDiff failed,parent deptIDs=[<:SEQ:>],sign switch is off [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:*:> started successfully,ykmsyid <:*:> start kms,<:*:> API delay for 10m0s [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,[GetAuthorizedDept] getAllDept success,dept inChargeSuperiors is empty,checkCheckPer<:updateFanweiEmployee failed:>,s.getAuthObject objects=[dealer id customer id],checkAndBuildListPermDataReq failed,ListFieldValues failed,p.svc.GetSingleYidSingleFieldPermDat<:updateFanweiEmployee failed:>,<:listReq:>,GrpcDataReportInterceptor parse methodSet: <:MAP:>,loadKdConfig success,len(deptYids)=<:NUM:>,len(allDeptMembers)=<:NUM:>,get other dutyCommittee backup employee success,AuthSessionVali<:updateFanweiEmployee failed:>,Dao.NewSession,Login(totp verify) success,"""userID"":""<:SEQ:>""",SendWeChatMarkdownMsg failed,Sending login weChat markdown messag<:updateFanweiEmployee failed:>,ok: true [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,[GetAuthorizedEmp] getAllEmp success count=<:NUM:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,version,ykms addr: ykms://yid@ykms:<:NUM:>,ykmsyid DefaultDEK.Error rpc error: code = Unknown desc = <:NUM:>-the kek(name:yid:<:id:>xx,captcha is using redis store,NewRedisStore use GoRediStore,Init noeq success,yos init success,ymsg init success,cuid init success,s.cfg.Prometheus.Interval=<:NUM:>,yid grpc ListFieldValues failed,initGlobalDelayDuration delayStr is nil,ListDealerPermResources API delay for 10m0s [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,permClient.Check failed,FindRoleStrategyRelations failed,FindEmpSubjectsAuths failed,GetOwnAndDeptMembersPer<:updateFanweiEmployee failed:>,<:result:>,dept is empty,[initToken] getToke<:updateFanweiEmployee failed:>,[checkDeleteFieldValuesReq] GetFieldByAppAndNam<:updateFanweiEmployee failed:>,[DeleteFieldValues] checkDeleteFieldValuesReq failed:<:REQ:>,success: <:YID:>,GetAuthorizedDept success,timestamp
2744,2744,2744,2744,1165,62,125,62,62,85,40,62,1165,0,0,56,56,54,0,62,0,62,125,0,0,0,40,0,26,26,0,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:00:00
2737,2737,2737,2737,1157,46,117,46,46,76,41,46,1157,0,0,63,63,59,0,46,0,46,117,0,0,0,41,0,27,27,0,0,0,0,3,3,3,3,3,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:02:00
2745,2745,2745,2745,1166,59,125,59,59,82,43,59,1166,0,0,55,55,54,0,59,0,59,125,0,0,0,43,0,29,29,0,0,0,0,5,5,0,5,5,5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:04:00
2775,2775,2775,2775,1171,59,124,59,59,82,42,59,1171,0,0,58,58,56,0,59,0,59,124,0,0,0,42,0,26,26,0,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:06:00
2764,2764,2764,2764,1162,61,139,61,61,82,57,61,1162,0,0,55,55,53,0,61,0,61,139,0,0,0,57,0,27,27,0,0,0,0,3,3,2,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:08:00
2800,2800,2800,2800,1167,70,144,70,70,97,47,70,1167,0,0,64,64,61,0,70,0,70,144,0,0,0,47,0,29,29,0,0,0,0,5,5,2,5,5,5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:10:00
2753,2753,2753,2753,1166,59,140,59,59,92,48,59,1166,0,0,59,59,59,0,59,0,59,140,0,0,0,48,0,26,26,0,0,0,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:12:00
2737,2737,2737,2737,1160,58,130,58,58,85,45,58,1160,0,0,56,56,51,0,58,0,58,130,0,0,0,45,0,27,27,0,0,0,0,3,3,5,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:14:00
2754,2754,2754,2754,1157,65,191,65,65,93,98,65,1157,0,0,66,66,64,0,65,0,65,191,0,0,0,47,0,30,30,0,0,0,0,6,6,2,5,5,5,51,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:16:00
2766,2766,2766,2766,1167,58,129,58,58,82,47,58,1167,0,0,59,59,56,0,58,0,58,129,0,0,0,47,0,26,26,0,0,0,0,2,2,3,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:18:00
2772,2772,2772,2772,1164,61,145,61,61,89,56,61,1164,0,0,58,58,56,0,61,0,61,145,0,0,0,56,0,26,26,0,0,0,0,2,2,1,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:20:00
2772,2772,2772,2772,1160,65,152,65,65,85,67,65,1160,0,0,61,61,60,0,65,0,65,152,0,0,0,67,0,27,27,0,0,0,0,3,3,0,3,3,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:22:00
2746,2746,2746,2746,1161,48,143,48,48,91,52,48,1161,0,0,60,60,58,0,48,0,48,143,0,0,0,52,0,29,29,0,0,0,0,5,5,2,5,5,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:24:00
2760,2759,2759,2759,1164,58,130,58,58,81,49,58,1164,0,0,52,52,51,0,58,0,58,130,0,0,0,49,0,26,26,0,0,0,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:26:00
2769,2770,2770,2770,1165,61,147,61,61,96,51,61,1165,0,0,59,59,56,0,61,0,61,147,0,0,0,51,0,27,27,0,0,0,0,3,3,3,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:28:00
2779,2779,2779,2779,1168,62,141,62,62,88,53,62,1168,0,0,66,66,63,0,62,0,62,141,0,0,0,53,0,29,29,0,0,0,0,5,5,2,5,5,5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:30:00
2768,2768,2768,2768,1164,54,133,54,54,79,54,54,1164,0,0,57,57,57,0,54,0,54,133,0,0,0,54,0,26,26,0,0,0,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:32:00
2755,2754,2754,2754,1160,58,130,58,58,83,47,58,1160,0,0,56,56,55,0,57,0,58,130,0,0,0,47,0,27,27,0,0,0,0,3,3,1,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:34:00
2751,2752,2752,2752,1162,53,144,53,53,95,49,53,1162,0,0,59,59,56,0,54,0,53,144,0,0,0,49,0,29,29,0,0,0,0,5,5,2,5,5,5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:36:00
2763,2762,2762,2762,1168,49,135,49,49,85,50,49,1168,0,0,67,67,63,0,49,0,49,135,0,0,0,50,0,26,26,0,0,0,0,2,2,3,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:38:00
2756,2757,2757,2757,1154,56,139,56,56,88,51,56,1154,0,0,76,76,74,0,56,0,56,139,0,0,0,51,0,27,27,0,0,0,0,3,3,2,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:40:00
2773,2773,2773,2773,1161,51,137,51,51,84,53,51,1161,0,0,67,67,65,0,51,0,51,137,0,0,0,53,0,26,26,0,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:42:00
2772,2772,2772,2772,1166,56,138,56,56,99,39,56,1166,0,0,61,61,58,0,56,0,56,138,0,0,0,39,0,29,29,0,0,0,0,5,5,1,5,5,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:44:00
2782,2782,2782,2782,1166,57,147,57,57,87,60,57,1166,0,0,72,72,68,0,57,0,57,147,0,0,0,60,0,26,26,0,0,0,0,2,2,4,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:46:00
2741,2741,2741,2741,1162,54,124,54,54,80,44,54,1162,0,0,57,57,54,0,54,0,54,124,0,0,0,44,0,27,27,0,0,0,0,3,3,2,3,3,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:48:00
2771,2771,2771,2771,1168,64,132,64,64,85,47,64,1168,0,0,55,55,53,0,64,0,64,132,0,0,0,47,0,29,29,0,0,0,0,5,5,1,5,5,5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:50:00
2778,2778,2778,2778,1166,58,149,58,58,91,58,58,1166,0,0,56,56,55,0,58,0,58,149,0,0,0,58,0,26,26,0,0,0,0,2,2,1,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:52:00
2747,2746,2746,2746,1169,55,141,55,55,89,52,55,1169,0,0,54,54,49,0,55,0,55,141,0,0,0,52,0,27,27,0,0,0,0,3,3,5,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:54:00
2798,2799,2799,2799,1165,63,145,63,63,88,57,63,1165,0,0,66,66,64,0,63,0,63,145,0,0,0,57,0,29,29,0,0,0,0,5,5,2,5,5,5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:56:00
2765,2765,2765,2765,1166,58,133,58,58,79,54,58,1166,0,0,66,66,62,0,58,0,58,133,0,0,0,54,0,26,26,0,0,0,0,2,2,3,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 13:58:00
2768,2768,2768,2768,1163,68,140,68,68,83,57,68,1163,0,0,56,56,55,0,68,0,68,140,0,0,0,57,0,27,27,0,0,0,0,3,3,1,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-28 14:00:00
