id,change_type,real_type,reason_score,solution_score
51012,failure,failure,tensor(0.2389),tensor(0.2886)
50005,failure,failure,tensor(0.7107),tensor(0.5480)
41012,normal,normal,tensor(0.2465),tensor(0.3989)
40008,normal,normal,tensor(0.5515),tensor(0.3675)
50007,failure,failure,tensor(0.1189),tensor(0.1011)
50004,failure,failure,tensor(0.3035),tensor(0.3187)
40012,normal,normal,tensor(0.2689),tensor(0.4136)
50010,failure,failure,tensor(0.1640),tensor(0.1706)
51013,failure,failure,tensor(0.1819),tensor(0.1803)
50011,failure,failure,tensor(0.2436),tensor(0.3955)
51009,failure,failure,tensor(0.2532),tensor(0.2731)
50012,failure,failure,tensor(0.2698),tensor(0.3646)
50008,failure,failure,tensor(0.2108),tensor(0.2252)
40007,normal,normal,tensor(0.2105),tensor(0.4136)
40003,normal,normal,tensor(0.2567),tensor(0.3989)
41009,normal,normal,tensor(0.2304),tensor(0.4136)
50009,failure,failure,tensor(0.2819),tensor(0.4075)
51010,failure,failure,tensor(0.1972),tensor(0.1814)
41010,normal,normal,tensor(0.2375),tensor(0.3989)
40004,normal,normal,tensor(0.1943),tensor(0.4136)
40013,normal,normal,tensor(0.2304),tensor(0.3989)
50013,failure,failure,tensor(0.2423),tensor(0.3001)
40005,normal,normal,tensor(0.3438),tensor(0.2293)
40006,normal,normal,tensor(0.2735),tensor(0.4467)
51011,failure,failure,tensor(0.8886),tensor(0.8438)
40010,normal,normal,tensor(0.2291),tensor(0.3989)
50006,failure,failure,tensor(0.2802),tensor(0.2662)
50003,failure,failure,tensor(0.4507),tensor(0.3928)
41013,normal,normal,tensor(0.3842),tensor(0.5705)
40009,normal,normal,tensor(0.2680),tensor(0.4404)
41011,normal,normal,tensor(0.2555),tensor(0.3989)
40011,normal,normal,tensor(0.2926),tensor(0.3989)
