id,kpi1,kpi2,kpi3,kpi4,kpi5
51010,request_count,request_duration, ,,
50012,request_duration, request_count,,,
40009,,,,,
50009,request_duration, request_count,,,
41009,N/A,,,,
40007,N/A,,,,
40011,N/A,,,,
50008,request_count,request_duration, ,,
51012,request_duration, request_count,,,
40005,,,,,
40008,Start string not found.,,,,
41013,N/A,,,,
50013,request_count,request_duration, ,,
40012,N/A,,,,
50003,request_duration, request_count,,,
40010,N/A,,,,
51011,request_duration, request_count,,,
41011,,,,,
50011,request_duration, request_count,,,
51009,request_duration, request_count,,,
40003,,,,,
41010,N/A,,,,
40013,N/A,,,,
50006,request_duration, request_count,,,
50010,request_duration, request_count,,,
50004,request_duration, request_count,,,
40004,N/A,,,,
51013,request_duration, request_count,,,
50007,request_duration, request_count,,,
50005,request_duration, request_count,,,
40006,N/A,,,,
41012,,,,,
