id,change_type,real_type,reason_score,solution_score
50005,failure,failure,tensor(0.7481),tensor(0.8068)
51011,failure,failure,tensor(0.8225),tensor(0.8106)
40011,failure,normal,tensor(0.7111),tensor(0.5754)
41011,normal,normal,tensor(0.8091),tensor(0.6935)
50004,failure,failure,tensor(0.7069),tensor(0.7772)
50009,failure,failure,tensor(0.8138),tensor(0.7569)
40005,normal,normal,tensor(0.7308),tensor(0.8175)
41010,normal,normal,tensor(0.7720),tensor(0.7470)
40009,normal,normal,tensor(0.7086),tensor(0.6935)
50012,failure,failure,tensor(0.6582),tensor(0.6283)
50003,failure,failure,tensor(0.6732),tensor(0.6188)
50006,failure,failure,tensor(0.7009),tensor(0.7572)
50013,failure,failure,tensor(0.7395),tensor(0.7316)
51012,failure,failure,tensor(0.8228),tensor(0.8049)
51013,failure,failure,tensor(0.8375),tensor(0.7539)
41013,failure,normal,tensor(0.6661),tensor(0.5385)
40010,failure,normal,tensor(1.),tensor(0.9797)
40012,normal,normal,tensor(0.6776),tensor(0.6935)
40013,normal,normal,tensor(0.7255),tensor(0.8364)
40003,normal,normal,tensor(0.7234),tensor(0.9540)
51009,failure,failure,tensor(0.7538),tensor(0.8270)
50008,failure,failure,tensor(0.8627),tensor(0.8812)
50011,failure,failure,tensor(0.6923),tensor(0.8200)
51010,failure,failure,tensor(0.8163),tensor(0.8615)
40004,normal,normal,tensor(0.8466),tensor(0.9540)
40006,normal,normal,tensor(0.7555),tensor(0.6935)
50007,failure,failure,tensor(0.6909),tensor(0.7004)
40008,normal,normal,tensor(0.6521),tensor(0.9602)
40007,normal,normal,tensor(0.8273),tensor(0.9540)
41012,normal,normal,tensor(0.5766),tensor(0.9602)
41009,failure,normal,tensor(0.7301),tensor(0.3958)
50010,failure,failure,tensor(0.8878),tensor(0.7971)
