id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,Network Traffic,,,,
51011,Resource Contention-Defective Software Changes,,,,
40011,Latency increased by 20%, Error rate up by 15%, Throughput decreased by 10%,,
41011,N/A,,,,
50004,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50009,Resource Contention-Defective Software Changes,,,,
40005,Not applicable,,,,
41010,N/A,,,,
40009,N/A,,,,
50012,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50003,Network Traffic,,,,
50006,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50013,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51012,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51013,Resource Contention-Defective Software Changes,,,,
41013,SCWARN algorithm identifies anomalies at the following timestamps: \n1, 2024-10-07 13:04:00,,,
40010,SCWARN algorithm identifies anomalies at the following timestamps: \n1, 2024-10-07 13:04:00,,,
40012,N/A,,,,
40013,,,,,
40003,,,,,
51009,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
50008,Resource Contention-Defective Software Changes,,,,
50011,[Network Traffic],,,,
51010,Resource Contention-Defective Software Changes,,,,
40004,N/A,,,,
40006,N/A,,,,
50007,Network Traffic,,,,
40008,,,,,
40007,N/A,,,,
41012,,,,,
41009,SCWARN algorithm identified anomalies at timestamp 1 on 2024-10-07 13:04:00.,,,,
50010,Resource Contention-Defective Software Changes,,,,
