id,change_type,real_type,reason_score,solution_score
50013,failure,failure,tensor(0.7839),tensor(0.7110)
50006,failure,failure,tensor(0.9135),tensor(0.9397)
41010,normal,normal,tensor(0.3909),tensor(0.5780)
40005,normal,normal,tensor(0.7412),tensor(0.6875)
40013,normal,normal,tensor(0.7669),tensor(0.7188)
40004,normal,normal,tensor(0.6848),tensor(0.7188)
40008,normal,normal,tensor(0.2105),tensor(0.3989)
50008,failure,failure,tensor(0.8226),tensor(0.7936)
51013,failure,failure,tensor(0.9264),tensor(0.7363)
41013,normal,normal,tensor(0.5552),tensor(0.5754)
50004,failure,failure,tensor(0.5626),tensor(0.7128)
50005,failure,failure,tensor(0.5662),tensor(0.5294)
40006,normal,normal,tensor(0.3893),tensor(0.5533)
41012,normal,normal,tensor(0.6937),tensor(0.6210)
50003,failure,failure,tensor(0.7821),tensor(0.6499)
40009,normal,normal,tensor(0.6591),tensor(0.7915)
50012,failure,failure,tensor(0.8395),tensor(0.7001)
50009,failure,failure,tensor(0.9106),tensor(0.8335)
51010,failure,failure,tensor(0.6550),tensor(0.6423)
51011,failure,failure,tensor(0.3093),tensor(0.3124)
50011,failure,failure,tensor(0.8369),tensor(0.6852)
50007,failure,failure,tensor(0.8734),tensor(0.7916)
51009,failure,failure,tensor(0.9275),tensor(0.8391)
40012,normal,normal,tensor(0.7576),tensor(0.8424)
40010,normal,normal,tensor(0.8498),tensor(0.8708)
40003,normal,normal,tensor(0.3259),tensor(0.4849)
40007,normal,normal,tensor(0.7043),tensor(0.7746)
50010,failure,failure,tensor(0.8836),tensor(0.6670)
51012,failure,failure,tensor(0.7985),tensor(0.5252)
41009,normal,normal,tensor(0.4443),tensor(0.4363)
41011,normal,normal,tensor(0.8534),tensor(0.8424)
40011,normal,normal,tensor(0.7802),tensor(0.8424)
