id,kpi1,kpi2,kpi3,kpi4,kpi5
40011,,,,,
51010,Resource Contention-Defective Software Changes,,,,
50009,Resource Contention-Defective Software Changes,,,,
41011,Start string not found.,,,,
40009,,,,,
41013,,,,,
40003,null,,,,
40007,,,,,
40004,,,,,
50010,Resource Contention-Defective Software Changes,,,,
51011,Resource Contention-Defective Software Changes,,,,
51013,Network Traffic,,,,
50005,request_success_rate, request_count, latency, error_rate, throughput
40012,Start string not found.,,,,
50004,request_success_rate, request_count,,,
40006,,,,,
41010,,,,,
41009,,,,,
50003,Wrong IP Address-Configuration Errors-Defective Software Changes,,,,
51012,Network Traffic,,,,
50013,Deleting White List by Mistake-Configuration Errors-Defective Software Changes,,,,
40010,N/A,,,,
50006,Resource Contention-Defective Software Changes,,,,
50008,request_success_rate, request_count,,,
50012,request_success_rate, request_count, latency, error_rate, throughput
51009,Resource Contention-Defective Software Changes,,,,
50007,Resource Contention,,,,
50011,request_success_rate, latency, error_rate, throughput, resource_utilization
40008,,,,,
41012,N/A,,,,
40005,N/A,,,,
40013,,,,,
