id,kpi1,kpi2,kpi3,kpi4,kpi5
50005,istio_count, istio_duration, memory_usage, cpu_usage, istio_success_rate
40012,,,,,
50009,net_send_packet, diskio, istio_duration, cpu_usage, memory_usage
40011,Start string not found.,,,,
40003,Start string not found.,,,,
51012,net_traffic, istio_success_rate, cpu_usage, memory_usage, diskio
40008,Start string not found.,,,,
50004,istio_count, istio_duration, cpu_usage, memory_usage, diskio
40007,Not Applicable,,,,
50006,memory_usage, istio_duration, cpu_usage, istio_count,  istio_success_rate
41013,Start string not found.,,,,
50013,istio_count, istio_duration, memory_usage, istio_success_rate,
50008,memory_usage, istio_count, istio_duration, cpu_usage,
40009,None,,,,
51013,memory_usage, istio_count, istio_duration, istio_success_rate, cpu_usage
40013,,,,,
51009,net_io,diskio,memory_usage,istio_count,cpu_usage
51010,net_requests, latency, throughput, error_rate, cpu_usage
40004,,,,,
50012,net_io, diskio, memory_usage, istio_count, istio_duration
40005,N/A,,,,
50011,net_bytes_sent, istio_duration, cpu_usage, memory_usage, istio_count
50007,istio_duration, istio_count, memory_usage, istio_success_rate, cpu_usage
40010,None,,,,
40006,Start string not found.,,,,
41012,N/A,,,,
41009,None,,,,
51011,memory_usage, istio_count, istio_duration, cpu_usage, istio_success_rate
41010,None,,,,
50010,memory_usage, istio_count, istio_duration, cpu_usage, istio_success_rate
41011,None,,,,
50003,net_io, diskio, memory_usage, istio_duration, cpu_usage
